"index","eventid","venueid","catid","dateid","eventname","starttime"
"4854","5787","124","9","1861","Tom Jones","2008-02-04T19:30:00.000"
"4855","5813","128","9","1861","The Kooks","2008-02-04T19:30:00.000"
"4856","7057","43","9","1861","Manhattan Transfer","2008-02-04T19:00:00.000"
"4857","1429","247","6","1862","Jersey Boys","2008-02-05T19:30:00.000"
"4858","2347","225","7","1862","The 39 Steps","2008-02-05T14:30:00.000"
"4859","2400","201","7","1862","Romeo and Juliet","2008-02-05T19:30:00.000"
"4860","1979","225","7","1862","Cirque du Soleil","2008-02-05T19:30:00.000"
"4861","3025","215","7","1862","The Seafarer","2008-02-05T14:00:00.000"
"4862","6025","3","9","1862","Sweet Honey in the Rock","2008-02-05T14:00:00.000"
"4863","1236","208","6","1862","Mamma Mia!","2008-02-05T15:00:00.000"
"4864","2609","249","7","1862","The Country Girl","2008-02-05T19:00:00.000"
"4865","5011","58","9","1862",".38 Special","2008-02-05T14:00:00.000"
"4866","5016","16","9","1862","Nashville Star","2008-02-05T14:00:00.000"
"4867","400","301","8","1863","Thais","2008-02-06T19:00:00.000"
"4868","1162","235","6","1863","High School Musical","2008-02-06T15:00:00.000"
"4869","4159","41","9","1863","Jimmy Eat World","2008-02-06T15:00:00.000"
"4870","5696","64","9","1863","Cowboy Junkies","2008-02-06T19:30:00.000"
"4871","7398","2","9","1863","Steely Dan","2008-02-06T19:30:00.000"
"4872","3718","237","7","1863","Waiting for Godot","2008-02-06T15:00:00.000"
"4873","6605","66","9","1863","David Sanborn","2008-02-06T19:30:00.000"
"4874","398","303","8","1863","The Birds (Die Vogel)","2008-02-06T19:30:00.000"
"4875","2726","228","7","1863","Look Back in Anger","2008-02-06T20:00:00.000"
"4876","4029","62","9","1863","Sweet Honey in the Rock","2008-02-06T14:30:00.000"
"4877","4341","8","9","1863","Ana Gabriel","2008-02-06T19:00:00.000"
"4878","5110","71","9","1863","Nofx","2008-02-06T19:30:00.000"
"4879","7304","50","9","1863","The Raconteurs","2008-02-06T19:00:00.000"
"4880","3594","240","7","1864","Passing Strange","2008-02-07T19:00:00.000"
"4881","3925","3","9","1864","Donny Osmond","2008-02-07T14:30:00.000"
"4882","3974","31","9","1864","Coldplay","2008-02-07T20:00:00.000"
"4883","4763","36","9","1864","Rick Springfield","2008-02-07T20:00:00.000"
"4884","8255","94","9","1864","Colbie Caillat","2008-02-07T15:00:00.000"
"4885","8524","56","9","1864","Mogwai","2008-02-07T19:00:00.000"
"4886","2012","221","7","1864","Rhinoceros","2008-02-07T14:30:00.000"
"4887","926","226","6","1865","Gypsy","2008-02-08T20:00:00.000"
"4888","3546","218","7","1865","The Glass Menagerie","2008-02-08T19:00:00.000"
"4889","3888","125","9","1865","Allman Brothers Band","2008-02-08T15:00:00.000"
"4890","4901","57","9","1865","ZZ Top","2008-02-08T14:00:00.000"
"4891","777","221","6","1865","Oliver!","2008-02-08T14:00:00.000"
"4892","3783","244","7","1865","Macbeth","2008-02-08T14:00:00.000"
"4893","4903","94","9","1865","The Raconteurs","2008-02-08T15:00:00.000"
"4894","5067","95","9","1865","Dolly Parton","2008-02-08T19:00:00.000"
"4895","8021","98","9","1865","Black Crowes","2008-02-08T14:00:00.000"
"4896","3762","229","7","1865","The Glass Menagerie","2008-02-08T15:00:00.000"
"4897","8075","19","9","1865","Eagles","2008-02-08T14:00:00.000"
"4898","4490","121","9","1866","Oliver Dragojevic","2008-02-09T14:00:00.000"
"4899","7116","39","9","1866","Smash Mouth","2008-02-09T14:00:00.000"
"4900","2273","226","7","1866","The Tempest","2008-02-09T14:00:00.000"
"4901","1628","259","6","1866","O - Cirque du Soleil","2008-02-09T15:00:00.000"
"4902","1786","263","6","1866","Beatles LOVE","2008-02-09T19:30:00.000"
"4903","3291","219","7","1866","A Man For All Seasons","2008-02-09T19:30:00.000"
"4904","4107","1","9","1866","Loretta Lynn","2008-02-09T19:00:00.000"
"4905","4787","12","9","1866","American Idols Live","2008-02-09T14:00:00.000"
"4906","5657","72","9","1866","Coheed and Cambria","2008-02-09T14:00:00.000"
"4907","6594","76","9","1866","Cake","2008-02-09T19:30:00.000"
"4908","6631","81","9","1866","Burt Bacharach","2008-02-09T15:00:00.000"
"4909","6742","47","9","1866","Teddy Geiger","2008-02-09T19:30:00.000"
"4910","7207","5","9","1866","Ani DiFranco","2008-02-09T19:00:00.000"
"4911","8701","125","9","1866","Danny Nova","2008-02-09T14:00:00.000"
"4912","1815","203","7","1867","Young Frankenstein","2008-02-10T20:00:00.000"
"4913","7445","60","9","1867","Judas Priest","2008-02-10T19:30:00.000"
"4914","7595","64","9","1867","The Police","2008-02-10T19:00:00.000"
"4915","95","309","8","1867","The Queen of Spades","2008-02-10T14:00:00.000"
"4916","3580","248","7","1867","A Midsummer Night's Dream","2008-02-10T20:00:00.000"
"4917","4617","20","9","1867","ZZ Top","2008-02-10T14:30:00.000"
"4918","5379","93","9","1867",".38 Special","2008-02-10T19:00:00.000"
"4919","7285","35","9","1867","Los Temerarios","2008-02-10T14:00:00.000"
"4920","8490","22","9","1867","Eddie Money","2008-02-10T19:00:00.000"
"4921","73","308","8","1867","L Elisir d Amore","2008-02-10T14:30:00.000"
"4922","383","302","8","1867","The Magic Flute","2008-02-10T20:00:00.000"
"4923","3535","214","7","1867","Rock 'n' Roll","2008-02-10T20:00:00.000"
"4924","4354","64","9","1867","Gordon Lightfoot","2008-02-10T19:30:00.000"
"4925","4754","96","9","1867","Cute Is What We Aim For","2008-02-10T20:00:00.000"
"4926","6884","77","9","1867","Foo Fighters","2008-02-10T15:00:00.000"
"4927","783","237","6","1868","Seven Brides for Seven Brothers","2008-02-11T14:00:00.000"
"4928","3188","244","7","1868","The Bacchae","2008-02-11T19:00:00.000"
"4929","8580","101","9","1868","Bon Jovi","2008-02-11T15:00:00.000"
"4930","636","218","6","1868","The Lion King","2008-02-11T14:30:00.000"
"4931","1272","200","6","1868","Dirty Dancing","2008-02-11T14:00:00.000"
"4932","6849","81","9","1868","Jill Scott","2008-02-11T19:00:00.000"
"4933","7427","22","9","1868","The Black Keys","2008-02-11T19:00:00.000"
"4934","101","309","8","1868","Die Walkure","2008-02-11T15:00:00.000"
"4935","3538","217","7","1868","November","2008-02-11T20:00:00.000"
"4936","3713","216","7","1868","A Doll's House","2008-02-11T14:30:00.000"
"4937","3993","39","9","1868","G. Love and Special Sauce","2008-02-11T14:00:00.000"
"4938","4732","127","9","1868","Monsters of Rock","2008-02-11T14:30:00.000"
"4939","5757","128","9","1868","Wynonna","2008-02-11T19:30:00.000"
"4940","351","303","8","1869","Tristan und Isolde","2008-02-12T19:00:00.000"
"4941","853","248","6","1869","High School Musical","2008-02-12T14:00:00.000"
"4942","5676","1","9","1869","Celtic Thunder","2008-02-12T19:00:00.000"
"4943","5876","7","9","1869","Ben Folds","2008-02-12T15:00:00.000"
"4944","7784","113","9","1869","Lucinda Williams","2008-02-12T14:00:00.000"
"4945","8673","122","9","1869","Kansas","2008-02-12T15:00:00.000"
"4946","730","248","6","1869","Grease","2008-02-12T15:00:00.000"
"4947","2092","221","7","1869","The Seagull","2008-02-12T15:00:00.000"
"4948","3759","205","7","1869","The Tempest","2008-02-12T15:00:00.000"
"4949","4632","116","9","1869","Tesla","2008-02-12T15:00:00.000"
"4950","4734","75","9","1869","Fergie","2008-02-12T19:00:00.000"
"4951","5544","17","9","1869","Joanna Newsom","2008-02-12T14:00:00.000"
"4952","6904","51","9","1869","Celtic Thunder","2008-02-12T14:00:00.000"
"4953","76","306","8","1869","Il Trovatore","2008-02-12T19:30:00.000"
"4954","1612","256","6","1869","Folies Bergere","2008-02-12T14:30:00.000"
"4955","2260","227","7","1869","Wicked","2008-02-12T15:00:00.000"
"4956","2709","246","7","1869","Rhinoceros","2008-02-12T19:00:00.000"
"4957","2465","234","7","1870","Electra","2008-02-13T14:30:00.000"
"4958","3195","235","7","1870","The Caucasian Chalk Circle","2008-02-13T20:00:00.000"
"4959","5747","113","9","1870","Frankie Valli","2008-02-13T19:00:00.000"
"4960","6847","116","9","1870","Bobby Brown","2008-02-13T15:00:00.000"
"4961","7024","37","9","1870","Brooks and Dunn","2008-02-13T14:00:00.000"
"4962","4358","40","9","1870","Weird Al Yankovic","2008-02-13T20:00:00.000"
"4963","4599","128","9","1870","Marco Antonio Solis","2008-02-13T19:00:00.000"
"4964","4791","63","9","1870","The Roots","2008-02-13T14:00:00.000"
"4965","5811","5","9","1870","Merle Haggard","2008-02-13T19:30:00.000"
"4966","6515","12","9","1870","Kenny Wayne Shepherd","2008-02-13T15:00:00.000"
"4967","6752","103","9","1870","Tom Petty and the Heartbreakers","2008-02-13T19:00:00.000"
"4968","683","232","6","1870","Memphis - The Birth of Rock n Roll","2008-02-13T15:00:00.000"
"4969","8298","23","9","1870","Dandy Warhols","2008-02-13T19:30:00.000"
"4970","308","302","8","1871","Eugene Onegin","2008-02-14T15:00:00.000"
"4971","3117","213","7","1871","The Seagull","2008-02-14T19:30:00.000"
"4972","5463","70","9","1871","Peter Frampton","2008-02-14T14:00:00.000"
"4973","6696","1","9","1871","Ani DiFranco","2008-02-14T19:30:00.000"
"4974","7142","56","9","1871","Linkin Park","2008-02-14T14:00:00.000"
"4975","761","242","6","1871","Billy Elliot the Musical","2008-02-14T19:00:00.000"
"4976","5431","126","9","1871","Mars Volta","2008-02-14T14:00:00.000"
"4977","6334","32","9","1871","Alice Cooper","2008-02-14T19:00:00.000"
"4978","803","237","6","1871","Hairspray","2008-02-14T19:30:00.000"
"4979","3294","245","7","1871","The Homecoming","2008-02-14T19:30:00.000"
"4980","3781","244","7","1871","Iphigenia","2008-02-14T19:30:00.000"
"4981","6508","47","9","1871","The Swell Season","2008-02-14T19:30:00.000"
"4982","707","216","6","1872","The Little Mermaid","2008-02-15T20:00:00.000"
"4983","811","240","6","1872","West Side Story","2008-02-15T20:00:00.000"
"4984","1057","218","6","1872","Curtains","2008-02-15T19:00:00.000"
"4985","2037","249","7","1872","The Country Girl","2008-02-15T20:00:00.000"
"4986","3180","220","7","1872","For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf","2008-02-15T19:30:00.000"
"4987","8703","42","9","1872","Bon Jovi","2008-02-15T15:00:00.000"
"4988","2481","221","7","1872","November","2008-02-15T20:00:00.000"
"4989","3466","217","7","1872","The Farnsworth Invention","2008-02-15T15:00:00.000"
"4990","3890","50","9","1872","Matchbox Twenty","2008-02-15T19:00:00.000"
"4991","4475","19","9","1872","Emmylou Harris","2008-02-15T15:00:00.000"
"4992","5814","14","9","1872","Regina Spektor","2008-02-15T19:00:00.000"
"4993","6131","81","9","1872","Rusted Root","2008-02-15T19:00:00.000"
"4994","363","302","8","1872","Salome","2008-02-15T15:00:00.000"
"4995","3061","208","7","1872","A Tale of Two Cities","2008-02-15T20:00:00.000"
"4996","3557","209","7","1872","The Caretaker","2008-02-15T19:30:00.000"
"4997","4849","102","9","1872","Jason Mraz","2008-02-15T15:00:00.000"
"4998","6807","64","9","1872","Los Lonely Boys","2008-02-15T19:30:00.000"
"4999","8186","124","9","1872","Wisin y Yandel","2008-02-15T15:00:00.000"
"5000","115","309","8","1873","La Gioconda","2008-02-16T20:00:00.000"
"5001","801","227","6","1873","West Side Story","2008-02-16T15:00:00.000"
"5002","1375","227","6","1873","The Lion King","2008-02-16T15:00:00.000"
"5003","1850","218","7","1873","Rosencrantz and Guildenstern Are Dead","2008-02-16T20:00:00.000"
"5004","2160","229","7","1873","Woyzeck","2008-02-16T14:30:00.000"
"5005","4716","25","9","1873","B.B. King","2008-02-16T14:00:00.000"
"5006","5355","62","9","1873","Lindsey Buckingham","2008-02-16T19:00:00.000"
"5007","7143","32","9","1873","Stray Cats","2008-02-16T15:00:00.000"
"5008","146","306","8","1873","Die Walkure","2008-02-16T14:00:00.000"
"5009","1106","217","6","1873","Mary Poppins","2008-02-16T14:00:00.000"
"5010","4436","70","9","1873","George Thorogood","2008-02-16T20:00:00.000"
"5011","5315","111","9","1873","Matisyahu","2008-02-16T19:30:00.000"
"5012","7517","113","9","1873","Lyle Lovett","2008-02-16T15:00:00.000"
"5013","7626","84","9","1873","Isaac Hayes","2008-02-16T15:00:00.000"
"5014","5883","12","9","1873","Erykah Badu","2008-02-16T19:30:00.000"
"5015","8762","64","9","1873","Oasis","2008-02-16T14:00:00.000"
"5016","4598","101","9","1874","Flogging Molly","2008-02-17T20:00:00.000"
"5017","5554","90","9","1874","Kool and The Gang","2008-02-17T14:00:00.000"
"5018","7543","10","9","1874","George Thorogood","2008-02-17T14:00:00.000"
"5019","4231","121","9","1874","Chromeo","2008-02-17T19:30:00.000"
"5020","6657","10","9","1874","Great Big Sea","2008-02-17T19:30:00.000"
"5021","7373","101","9","1874","Air Supply","2008-02-17T19:00:00.000"
"5022","8650","39","9","1874","Tokio Hotel","2008-02-17T15:00:00.000"
"5023","8662","107","9","1874","Brian Jonestown Massacre","2008-02-17T19:00:00.000"
"5024","274","305","8","1875","Siegfried","2008-02-18T19:00:00.000"
"5025","834","236","6","1875","Jersey Boys","2008-02-18T14:30:00.000"
"5026","2060","201","7","1875","Wicked","2008-02-18T14:30:00.000"
"5027","4211","14","9","1875","Rock To Win At the DNC","2008-02-18T14:30:00.000"
"5028","597","237","6","1875","A Chorus Line","2008-02-18T19:00:00.000"
"5029","770","211","6","1875","Kiss Me Kate","2008-02-18T20:00:00.000"
"5030","1309","207","6","1875","The King and I","2008-02-18T14:30:00.000"
"5031","3163","235","7","1875","Our Town","2008-02-18T14:30:00.000"
"5032","3176","230","7","1875","Julius Caesar","2008-02-18T20:00:00.000"
"5033","4830","14","9","1875","Maze","2008-02-18T19:00:00.000"
"5034","2436","220","7","1875","Rosencrantz and Guildenstern Are Dead","2008-02-18T15:00:00.000"
"5035","7399","74","9","1875","Widespread Panic","2008-02-18T14:00:00.000"
"5036","1201","233","6","1876","High Society","2008-02-19T19:00:00.000"
"5037","1338","201","6","1876","Shrek the Musical","2008-02-19T15:00:00.000"
"5038","3698","234","7","1876","Rosencrantz and Guildenstern Are Dead","2008-02-19T20:00:00.000"
"5039","4499","114","9","1876","Irish Tenors","2008-02-19T14:30:00.000"
"5040","5854","69","9","1876","Dierks Bentley","2008-02-19T19:00:00.000"
"5041","8458","31","9","1876","Aretha Franklin","2008-02-19T15:00:00.000"
"5042","757","215","6","1876","Dirty Dancing","2008-02-19T14:30:00.000"
"5043","2121","217","7","1876","Glengarry Glen Ross","2008-02-19T14:00:00.000"
"5044","5111","46","9","1876","Sara Evans","2008-02-19T19:00:00.000"
"5045","6448","21","9","1876","G. Love and Special Sauce","2008-02-19T19:30:00.000"
"5046","2725","218","7","1876","Julius Caesar","2008-02-19T14:30:00.000"
"5047","4695","104","9","1876","The Roots","2008-02-19T20:00:00.000"
"5048","6364","101","9","1876","David Sanborn","2008-02-19T15:00:00.000"
"5049","2742","209","7","1877","Spring Awakening","2008-02-20T14:00:00.000"
"5050","3599","222","7","1877","Cirque du Soleil","2008-02-20T20:00:00.000"
"5051","397","305","8","1877","L Elisir d Amore","2008-02-20T19:30:00.000"
"5052","1987","201","7","1877","The Country Girl","2008-02-20T14:30:00.000"
"5053","2171","228","7","1877","Oedipus the King","2008-02-20T19:00:00.000"
"5054","4869","42","9","1877","Nashville Star","2008-02-20T19:00:00.000"
"5055","2026","243","7","1877","Our Town","2008-02-20T19:00:00.000"
"5056","7271","80","9","1877","Michael Buble","2008-02-20T19:30:00.000"
"5057","8659","115","9","1877","Smash Mouth","2008-02-20T14:00:00.000"
"5058","1808","232","7","1878","As You Like It","2008-02-21T19:30:00.000"
"5059","2035","246","7","1878","The Seagull","2008-02-21T15:00:00.000"
"5060","2665","246","7","1878","Hedda Gabler","2008-02-21T20:00:00.000"
"5061","5931","87","9","1878","Joanna Newsom","2008-02-21T19:00:00.000"
"5062","5309","102","9","1878","Blue Man Group How To Be A Megastar Tour","2008-02-21T14:00:00.000"
"5063","5495","34","9","1878","Boston","2008-02-21T19:30:00.000"
"5064","6415","107","9","1878","Little River Band","2008-02-21T19:30:00.000"
"5065","6900","33","9","1878","Jessica Simpson","2008-02-21T19:00:00.000"
"5066","8250","107","9","1878","Paramore","2008-02-21T19:30:00.000"
"5067","2618","235","7","1878","Look Back in Anger","2008-02-21T20:00:00.000"
"5068","3204","239","7","1878","A Bronx Tale","2008-02-21T15:00:00.000"
"5069","3426","231","7","1878","Spring Awakening","2008-02-21T19:30:00.000"
"5070","5346","8","9","1878","Janet Jackson","2008-02-21T14:00:00.000"
"5071","6653","91","9","1878","Montgomery Gentry","2008-02-21T19:00:00.000"
"5072","7230","92","9","1878","Trisha Yearwood","2008-02-21T14:00:00.000"
"5073","2197","216","7","1879","Avenue Q","2008-02-22T14:30:00.000"
"5074","5092","58","9","1879","Live","2008-02-22T15:00:00.000"
"5075","6405","13","9","1879","Crosby Stills Nash","2008-02-22T19:00:00.000"
"5076","6889","108","9","1879","Govt Mule","2008-02-22T19:30:00.000"
"5077","3884","115","9","1879","Decemberists","2008-02-22T20:00:00.000"
"5078","4305","116","9","1879","Jim Brickman","2008-02-22T20:00:00.000"
"5079","5661","73","9","1879","Bette Midler","2008-02-22T19:30:00.000"
"5080","8278","52","9","1879","Wolf Parade","2008-02-22T15:00:00.000"
"5081","8503","37","9","1879","Armando Manzanero","2008-02-22T15:00:00.000"
"5082","1611","253","6","1879","Blue Man Group","2008-02-22T19:30:00.000"
"5083","3380","228","7","1879","To Be or Not To Be","2008-02-22T14:30:00.000"
"5084","6212","21","9","1879","Cowboy Junkies","2008-02-22T19:00:00.000"
"5085","7672","67","9","1879","Jamboree in the Hills","2008-02-22T19:30:00.000"
"5086","920","240","6","1880","A Catered Affair","2008-02-23T14:00:00.000"
"5087","1326","206","6","1880","Seven Brides for Seven Brothers","2008-02-23T20:00:00.000"
"5088","1906","243","7","1880","Cirque du Soleil","2008-02-23T14:30:00.000"
"5089","3181","213","7","1880","Avenue Q","2008-02-23T14:00:00.000"
"5090","6141","34","9","1880","The Whigs","2008-02-23T14:00:00.000"
"5091","1664","257","6","1880","Phantom of the Opera","2008-02-23T20:00:00.000"
"5092","5459","126","9","1880","Jimmy Buffett","2008-02-23T19:00:00.000"
"5093","5863","48","9","1880","Toby Keith","2008-02-23T15:00:00.000"
"5094","6749","122","9","1880","Dolly Parton","2008-02-23T15:00:00.000"
"5095","6972","20","9","1880","Stone Temple Pilots","2008-02-23T14:00:00.000"
