"index","salesid","listid","sellerid","buyerid","eventid","dateid","qtysold","pricepaid","commission","saletime"
"5308","125030","143174","31847","17996","6749","1863","1","123","18.45","2008-02-06T11:55:12.000"
"5309","1808","1923","49018","20081","3158","1863","2","120","18","2008-02-06T07:03:56.000"
"5310","126099","144396","24693","20001","1306","1863","1","418","62.7","2008-02-06T12:19:43.000"
"5311","6491","7058","224","12409","6362","1863","2","460","69","2008-02-06T07:41:15.000"
"5312","128589","147395","21376","1324","3776","1863","4","476","71.4","2008-02-06T07:29:11.000"
"5313","6837","7421","21631","12461","4598","1863","1","107","16.05","2008-02-06T07:44:54.000"
"5314","129141","148045","28251","9212","1026","1863","3","1122","168.3","2008-02-06T06:43:14.000"
"5315","8973","9687","38763","26486","5463","1863","2","318","47.7","2008-02-06T10:37:32.000"
"5316","131348","151662","6479","10943","4472","1863","2","734","110.1","2008-02-06T02:56:26.000"
"5317","9354","10144","49495","15799","1804","1863","3","351","52.65","2008-02-06T08:40:32.000"
"5318","142674","165126","35380","27384","2698","1863","2","828","124.2","2008-02-06T02:07:47.000"
"5319","10467","11402","48459","21684","6052","1863","4","432","64.8","2008-02-06T12:34:39.000"
"5320","147538","170834","34357","263","5190","1863","1","271","40.65","2008-02-06T08:40:14.000"
"5321","12566","13576","12031","21263","7256","1863","2","88","13.2","2008-02-06T04:18:40.000"
"5322","150595","174306","19840","9196","2716","1863","1","86","12.9","2008-02-06T08:59:00.000"
"5323","17488","18971","25154","10984","8329","1863","3","531","79.65","2008-02-06T01:49:27.000"
"5324","152283","176225","42524","19457","4844","1863","2","554","83.1","2008-02-06T06:38:42.000"
"5325","17819","19331","4398","25094","5355","1863","2","354","53.1","2008-02-06T08:16:14.000"
"5326","153616","177833","40313","29669","3677","1863","2","278","41.7","2008-02-06T08:13:44.000"
"5327","25418","27839","5975","16480","6869","1863","2","154","23.1","2008-02-06T06:45:37.000"
"5328","154867","179294","31744","18645","743","1863","1","50","7.5","2008-02-06T07:06:33.000"
"5329","26329","28733","38648","11003","1553","1863","3","78","11.7","2008-02-06T12:35:57.000"
"5330","157576","206635","7522","12929","6045","1863","4","6028","904.2","2008-02-06T09:52:10.000"
"5331","26479","28892","42649","44","4358","1863","1","148","22.2","2008-02-06T03:44:45.000"
"5332","162042","215743","5683","11691","1668","1863","2","2618","392.7","2008-02-06T12:19:20.000"
"5333","28263","30832","12207","5293","363","1863","1","98","14.7","2008-02-06T02:13:44.000"
"5334","168685","228340","18165","23666","1311","1863","1","2316","347.4","2008-02-06T08:11:16.000"
"5335","29389","32201","49717","1263","5453","1863","2","520","78","2008-02-06T11:34:40.000"
"5336","29643","32497","34082","12726","4224","1863","1","44","6.6","2008-02-06T04:45:03.000"
"5337","33714","37301","26466","11410","5883","1863","4","1256","188.4","2008-02-06T09:13:03.000"
"5338","33904","37496","10140","11322","4881","1863","2","86","12.9","2008-02-06T12:20:02.000"
"5339","34028","37629","25141","10923","1486","1863","1","339","50.85","2008-02-06T02:29:21.000"
"5340","35428","39328","32057","29345","2091","1863","2","116","17.4","2008-02-06T05:09:00.000"
"5341","37352","41600","44376","10137","3450","1863","1","337","50.55","2008-02-06T07:41:15.000"
"5342","42116","47177","16214","29386","8390","1863","4","588","88.2","2008-02-06T02:27:51.000"
"5343","45966","51736","3516","2491","8509","1863","3","660","99","2008-02-06T03:16:04.000"
"5344","46761","52662","37033","23915","8503","1863","1","35","5.25","2008-02-06T07:37:49.000"
"5345","47578","53696","39749","15690","8273","1863","1","250","37.5","2008-02-06T11:02:59.000"
"5346","49045","55403","15870","973","5260","1863","2","528","79.2","2008-02-06T03:37:26.000"
"5347","50290","56762","8552","7516","1189","1863","2","184","27.6","2008-02-06T03:26:49.000"
"5348","51004","57518","1319","27481","3874","1863","2","456","68.4","2008-02-06T04:15:07.000"
"5349","51925","58606","44098","7348","2029","1863","3","1296","194.4","2008-02-06T09:58:46.000"
"5350","52813","59595","9031","18656","3590","1863","1","483","72.45","2008-02-06T02:49:17.000"
"5351","56457","63760","25662","5651","5303","1863","2","604","90.6","2008-02-06T02:51:07.000"
"5352","56617","63956","27094","7532","3879","1863","1","210","31.5","2008-02-06T06:13:42.000"
"5353","59123","66898","29086","18164","3033","1863","3","150","22.5","2008-02-06T02:20:37.000"
"5354","62834","71246","39418","1313","7915","1863","2","254","38.1","2008-02-06T04:43:55.000"
"5355","68329","77653","47017","19902","8650","1863","2","390","58.5","2008-02-06T08:09:24.000"
"5356","71777","81750","17211","7110","8612","1863","4","1408","211.2","2008-02-06T10:15:45.000"
"5357","73384","83717","3350","23337","2819","1863","1","229","34.35","2008-02-06T11:16:17.000"
"5358","73537","83913","36598","2579","468","1863","1","454","68.1","2008-02-06T11:22:02.000"
"5359","76875","87851","32255","2988","2241","1863","4","1648","247.2","2008-02-06T02:00:38.000"
"5360","77582","88600","41644","3541","8282","1863","1","428","64.2","2008-02-06T03:36:54.000"
"5361","79445","90735","16105","3455","4719","1863","2","408","61.2","2008-02-06T02:28:44.000"
"5362","81666","93126","38774","3081","7617","1863","1","187","28.05","2008-02-06T10:51:47.000"
"5363","82141","93662","24939","13327","2819","1863","3","567","85.05","2008-02-06T07:58:00.000"
"5364","84724","96687","44258","22106","686","1863","2","430","64.5","2008-02-06T10:59:43.000"
"5365","85361","97428","27829","10656","4198","1863","2","568","85.2","2008-02-06T11:52:26.000"
"5366","87405","99812","33405","22255","7759","1863","4","348","52.2","2008-02-06T03:09:22.000"
"5367","94892","108330","34135","25153","4221","1863","1","156","23.4","2008-02-06T02:17:04.000"
"5368","97528","111375","7247","29776","7266","1863","4","900","135","2008-02-06T09:41:09.000"
"5369","97927","111870","40777","17055","961","1863","2","116","17.4","2008-02-06T05:55:52.000"
"5370","99968","114266","46516","26573","604","1863","2","238","35.7","2008-02-06T02:11:21.000"
"5371","102774","117559","35299","8746","604","1863","1","64","9.6","2008-02-06T11:13:17.000"
"5372","104517","119566","10087","4322","1346","1863","4","1740","261","2008-02-06T10:27:11.000"
"5373","106708","122136","43238","11748","605","1863","1","355","53.25","2008-02-06T02:56:35.000"
"5374","109250","125105","42136","10839","3408","1863","3","945","141.75","2008-02-06T12:04:45.000"
"5375","110105","126100","5163","14309","103","1863","1","68","10.2","2008-02-06T03:19:53.000"
"5376","110484","126536","1081","10689","4836","1863","2","826","123.9","2008-02-06T08:48:07.000"
"5377","120517","137994","37191","7746","3181","1863","2","462","69.3","2008-02-06T11:58:12.000"
"5378","121792","139433","38128","8021","3120","1863","1","194","29.1","2008-02-06T01:38:18.000"
"5379","122845","140626","3313","2491","6349","1863","4","532","79.8","2008-02-06T05:32:07.000"
"5380","125972","144221","18974","10280","400","1863","1","57","8.55","2008-02-06T09:32:44.000"
"5381","126522","144941","32242","10193","2006","1863","1","222","33.3","2008-02-06T10:07:51.000"
"5382","128554","147353","34268","3236","6148","1863","2","416","62.4","2008-02-06T06:31:23.000"
"5383","128876","147734","48019","6299","8192","1863","4","1940","291","2008-02-06T01:03:27.000"
"5384","132499","153019","11787","9576","2038","1863","2","890","133.5","2008-02-06T12:50:30.000"
"5385","133043","153679","90","30086","2260","1863","2","698","104.7","2008-02-06T11:21:46.000"
"5386","133681","154467","29489","4453","3699","1863","2","366","54.9","2008-02-06T11:06:17.000"
"5387","135145","156159","13144","16932","5372","1863","1","351","52.65","2008-02-06T02:40:32.000"
"5388","136082","157203","21617","29443","3315","1863","2","688","103.2","2008-02-06T07:49:18.000"
"5389","136377","157515","48903","17552","4225","1863","4","872","130.8","2008-02-06T01:27:38.000"
"5390","137602","158946","31953","769","3033","1863","2","728","109.2","2008-02-06T12:02:29.000"
"5391","139015","160624","4992","3178","7147","1863","1","146","21.9","2008-02-06T03:30:05.000"
"5392","140458","162401","38104","1279","151","1863","2","804","120.6","2008-02-06T07:29:07.000"
"5393","141228","163305","40078","8324","5092","1863","1","244","36.6","2008-02-06T10:16:20.000"
"5394","142047","164315","9806","25287","7672","1863","2","588","88.2","2008-02-06T01:59:56.000"
"5395","146640","169835","30786","7180","8298","1863","3","1215","182.25","2008-02-06T04:45:54.000"
"5396","146812","170029","40613","13770","7143","1863","1","162","24.3","2008-02-06T08:03:26.000"
"5397","147145","170374","13281","3907","3557","1863","3","207","31.05","2008-02-06T01:35:19.000"
"5398","147191","170430","28510","18662","1243","1863","2","748","112.2","2008-02-06T02:24:16.000"
"5399","147638","170935","3963","1847","7042","1863","2","930","139.5","2008-02-06T10:38:50.000"
"5400","147968","171338","10895","8023","4942","1863","1","494","74.1","2008-02-06T05:05:55.000"
"5401","150949","174726","27185","12213","3158","1863","1","201","30.15","2008-02-06T03:36:36.000"
"5402","151611","175510","35461","14922","3599","1863","2","362","54.3","2008-02-06T05:13:06.000"
"5403","152361","176306","15987","6645","2819","1863","1","63","9.45","2008-02-06T08:24:38.000"
"5404","153545","177753","32961","2191","3176","1863","1","395","59.25","2008-02-06T06:53:37.000"
"5405","153594","177803","1229","11900","4478","1863","2","522","78.3","2008-02-06T07:46:44.000"
"5406","157112","205726","16459","19453","8265","1863","1","1416","212.4","2008-02-06T01:07:53.000"
"5407","162325","216289","35455","22927","3919","1863","2","1674","251.1","2008-02-06T05:30:04.000"
"5408","162693","216905","35508","13017","2325","1863","2","4516","677.4","2008-02-06T01:15:03.000"
"5409","163051","217606","27263","19174","6448","1863","1","464","69.6","2008-02-06T07:51:20.000"
"5410","163656","218689","35105","15758","3580","1863","1","818","122.7","2008-02-06T06:56:23.000"
"5411","163697","218775","38884","15986","838","1863","1","1828","274.2","2008-02-06T07:37:31.000"
"5412","168198","227341","13385","15600","8345","1863","3","5931","889.65","2008-02-06T09:45:01.000"
"5413","172219","235021","43956","4315","471","1863","1","1254","188.1","2008-02-06T02:18:00.000"
"5414","2468","2642","5094","12308","7147","1864","4","816","122.4","2008-02-07T07:42:22.000"
"5415","855","868","40266","3710","1524","1864","2","122","18.3","2008-02-07T08:09:50.000"
"5416","3791","4081","30941","19697","6815","1864","4","668","100.2","2008-02-07T07:03:37.000"
"5417","4788","5162","31168","26522","5598","1864","1","91","13.65","2008-02-07T09:16:08.000"
"5418","7518","8149","16904","9098","3785","1864","1","209","31.35","2008-02-07T05:10:11.000"
"5419","8963","9672","25234","19084","6680","1864","1","133","19.95","2008-02-07T10:21:44.000"
"5420","10772","11702","26448","2379","1621","1864","1","124","18.6","2008-02-07T08:21:33.000"
"5421","9556","10355","1852","4689","885","1864","4","728","109.2","2008-02-07T02:02:31.000"
"5422","13981","15140","22848","7626","3160","1864","2","498","74.7","2008-02-07T11:28:16.000"
"5423","10542","11463","36318","5230","3418","1864","4","404","60.6","2008-02-07T02:21:13.000"
"5424","17242","18655","34959","3112","3188","1864","1","147","22.05","2008-02-07T09:23:26.000"
"5425","10543","11463","36318","5133","3418","1864","1","101","15.15","2008-02-07T02:22:29.000"
"5426","18617","20166","22265","13315","1553","1864","2","384","57.6","2008-02-07T11:20:17.000"
"5427","11894","12866","39394","24112","811","1864","1","109","16.35","2008-02-07T12:49:23.000"
"5428","19503","21125","39656","1509","2690","1864","1","190","28.5","2008-02-07T04:24:25.000"
"5429","12495","13502","42454","12605","214","1864","2","146","21.9","2008-02-07T02:33:31.000"
"5430","21246","23169","39090","22526","2875","1864","3","279","41.85","2008-02-07T12:52:01.000"
"5431","14484","15655","10319","2273","954","1864","1","222","33.3","2008-02-07T10:45:45.000"
"5432","21442","23364","46649","8914","4980","1864","1","21","3.15","2008-02-07T04:32:03.000"
"5433","17913","19405","3607","3248","7119","1864","2","90","13.5","2008-02-07T10:05:39.000"
"5434","23563","25765","8287","26729","6752","1864","4","144","21.6","2008-02-07T07:36:14.000"
"5435","30282","33227","16332","13807","4381","1864","2","300","45","2008-02-07T04:35:39.000"
"5436","27635","30146","27305","21807","7042","1864","2","182","27.3","2008-02-07T02:05:42.000"
"5437","33956","37558","9852","20537","4472","1864","2","530","79.5","2008-02-07T01:10:56.000"
"5438","29508","32341","36878","15692","1977","1864","1","53","7.95","2008-02-07T02:07:47.000"
"5439","34685","38435","21351","25613","509","1864","2","48","7.2","2008-02-07T03:13:12.000"
"5440","30004","32896","8261","9708","6869","1864","1","259","38.85","2008-02-07T11:39:37.000"
"5441","36203","40308","4360","27672","5814","1864","2","348","52.2","2008-02-07T08:49:12.000"
"5442","30129","33033","4483","3633","1873","1864","1","146","21.9","2008-02-07T01:47:56.000"
"5443","36624","40745","8586","4515","3148","1864","2","490","73.5","2008-02-07T05:03:18.000"
"5444","32237","35651","18641","12318","1804","1864","3","372","55.8","2008-02-07T04:51:09.000"
"5445","37622","41909","46088","708","5766","1864","1","72","10.8","2008-02-07T12:43:29.000"
"5446","33078","36558","29455","14300","8578","1864","2","248","37.2","2008-02-07T09:16:33.000"
"5447","39679","44277","24280","12166","1466","1864","4","280","42","2008-02-07T05:22:07.000"
"5448","33872","37457","26460","17341","8524","1864","1","239","35.85","2008-02-07T11:44:46.000"
"5449","40251","45009","31684","12706","2192","1864","2","450","67.5","2008-02-07T04:33:08.000"
"5450","38783","43249","27254","13521","3590","1864","1","211","31.65","2008-02-07T11:50:28.000"
"5451","40746","45574","13005","27851","433","1864","1","305","45.75","2008-02-07T01:44:44.000"
"5452","41691","46713","30289","20580","5739","1864","2","238","35.7","2008-02-07T06:56:39.000"
"5453","41743","46768","5888","2228","3996","1864","1","84","12.6","2008-02-07T07:56:29.000"
"5454","42365","47500","21467","7058","2412","1864","1","160","24","2008-02-07T07:17:04.000"
"5455","43028","48297","13515","7748","7703","1864","1","90","13.5","2008-02-07T08:15:53.000"
"5456","42689","47895","17695","14169","2685","1864","1","272","40.8","2008-02-07T01:43:10.000"
"5457","43836","49273","11414","14300","3641","1864","4","648","97.2","2008-02-07T11:23:33.000"
"5458","43608","49026","29722","19542","1628","1864","2","670","100.5","2008-02-07T06:46:29.000"
"5459","44044","49528","40032","12842","7230","1864","4","900","135","2008-02-07T02:51:41.000"
"5460","45619","51349","2123","12205","2710","1864","4","92","13.8","2008-02-07T08:48:17.000"
"5461","44560","50106","23776","20306","1338","1864","2","620","93","2008-02-07T12:23:54.000"
"5462","45963","51730","1391","17749","5362","1864","4","928","139.2","2008-02-07T03:14:41.000"
"5463","49512","55871","38348","29044","3919","1864","2","290","43.5","2008-02-07T12:57:22.000"
"5464","48350","54648","18636","27038","5931","1864","4","320","48","2008-02-07T02:01:03.000"
"5465","50172","56649","22606","18272","8643","1864","2","582","87.3","2008-02-07T01:15:23.000"
"5466","54193","61136","48577","1894","2751","1864","4","768","115.2","2008-02-07T04:51:26.000"
"5467","55531","62648","39771","25391","7469","1864","1","52","7.8","2008-02-07T08:31:13.000"
"5468","58697","66438","30294","28603","2563","1864","2","968","145.2","2008-02-07T02:05:18.000"
"5469","55549","62672","42554","2676","6863","1864","1","457","68.55","2008-02-07T09:07:25.000"
"5470","60999","69100","32249","15922","7330","1864","2","432","64.8","2008-02-07T03:32:56.000"
"5471","61979","70253","21828","22834","3824","1864","1","246","36.9","2008-02-07T04:11:36.000"
