"index","listid","sellerid","eventid","dateid","numtickets","priceperticket","totalprice","listtime"
"7948","109194","15984","2685","1846","8","486","3888","2008-01-20T02:10:13.000"
"7949","112532","6526","2465","1846","1","440","440","2008-01-20T10:15:32.000"
"7950","112892","20386","4776","1846","22","136","2992","2008-01-20T12:25:00.000"
"7951","114737","41405","395","1846","9","112","1008","2008-01-20T01:01:57.000"
"7952","120223","952","4414","1846","24","368","8832","2008-01-20T07:47:46.000"
"7953","127754","18157","5688","1846","2","378","756","2008-01-20T01:59:35.000"
"7954","129420","34876","5308","1846","3","451","1353","2008-01-20T07:37:01.000"
"7955","133751","27120","7427","1846","1","90","90","2008-01-20T01:28:23.000"
"7956","135003","22914","1488","1846","6","141","846","2008-01-20T03:44:29.000"
"7957","137687","4019","917","1846","16","235","3760","2008-01-20T06:50:22.000"
"7958","137795","35043","5754","1846","20","149","2980","2008-01-20T07:50:25.000"
"7959","138489","15572","5757","1846","5","289","1445","2008-01-20T07:52:59.000"
"7960","138755","40380","2477","1846","22","160","3520","2008-01-20T09:43:39.000"
"7961","139803","2317","8509","1846","10","171","1710","2008-01-20T05:03:14.000"
"7962","142207","746","2113","1846","6","100","600","2008-01-20T10:06:46.000"
"7963","142637","49916","1989","1846","7","396","2772","2008-01-20T10:37:32.000"
"7964","144146","31070","1333","1846","16","271","4336","2008-01-20T10:54:26.000"
"7965","145983","5651","287","1846","1","362","362","2008-01-20T07:25:37.000"
"7966","146906","14360","7843","1846","4","262","1048","2008-01-20T12:22:12.000"
"7967","149507","2727","7096","1846","2","66","132","2008-01-20T11:01:13.000"
"7968","153898","15533","5735","1846","4","214","856","2008-01-20T02:01:56.000"
"7969","155163","38909","1729","1846","9","96","864","2008-01-20T01:02:58.000"
"7970","159268","23225","8573","1846","8","250","2000","2008-01-20T12:25:50.000"
"7971","160292","39986","5097","1846","3","179","537","2008-01-20T07:33:50.000"
"7972","161434","15956","5931","1846","20","36","720","2008-01-20T12:18:17.000"
"7973","161950","23836","707","1846","5","127","635","2008-01-20T06:25:38.000"
"7974","162443","28116","7752","1846","14","394","5516","2008-01-20T08:07:43.000"
"7975","165932","5526","6904","1846","1","163","163","2008-01-20T04:12:59.000"
"7976","167117","11722","7843","1846","14","152","2128","2008-01-20T06:36:16.000"
"7977","168890","7773","605","1846","22","45","990","2008-01-20T12:53:02.000"
"7978","171546","44986","1197","1846","22","491","10802","2008-01-20T11:27:55.000"
"7979","175507","42303","7543","1846","12","219","2628","2008-01-20T09:00:40.000"
"7980","178296","12337","4732","1846","1","430","430","2008-01-20T11:32:27.000"
"7981","178369","49508","2615","1846","7","441","3087","2008-01-20T07:54:00.000"
"7982","179217","38997","7008","1846","1","79","79","2008-01-20T03:55:08.000"
"7983","206204","301","697","1846","8","628","5024","2008-01-20T03:55:50.000"
"7984","207744","30848","3283","1846","2","498","996","2008-01-20T01:21:09.000"
"7985","209640","33321","6974","1846","7","1890","13230","2008-01-20T10:26:49.000"
"7986","211325","26866","5043","1846","8","1871","14968","2008-01-20T02:05:28.000"
"7987","211828","22328","7928","1846","7","824","5768","2008-01-20T08:10:50.000"
"7988","214645","37068","5495","1846","6","1097","6582","2008-01-20T02:43:41.000"
"7989","216664","33069","2821","1846","4","2291","9164","2008-01-20T04:31:35.000"
"7990","216681","40008","4502","1846","3","1657","4971","2008-01-20T01:02:45.000"
"7991","220881","27031","7375","1846","3","713","2139","2008-01-20T10:37:04.000"
"7992","221744","38713","3068","1846","6","526","3156","2008-01-20T03:30:58.000"
"7993","225651","41573","3315","1846","7","1108","7756","2008-01-20T08:42:40.000"
"7994","227874","13352","6774","1846","4","645","2580","2008-01-20T01:46:55.000"
"7995","227959","41161","8233","1846","6","1788","10728","2008-01-20T04:17:09.000"
"7996","228625","5505","1105","1846","6","1885","11310","2008-01-20T07:01:27.000"
"7997","231620","5057","2350","1846","8","1113","8904","2008-01-20T11:10:25.000"
"7998","232019","7321","3999","1846","5","2129","10645","2008-01-20T07:36:55.000"
"7999","3812","35240","4358","1847","1","219","219","2008-01-21T12:18:24.000"
"8000","830","3676","7676","1847","20","89","1780","2008-01-21T11:57:50.000"
"8001","4906","32771","6052","1847","30","212","6360","2008-01-21T05:11:04.000"
"8002","1766","19553","1670","1847","18","205","3690","2008-01-21T01:18:07.000"
"8003","5119","35342","8503","1847","9","203","1827","2008-01-21T09:32:44.000"
"8004","4837","48311","7784","1847","22","201","4422","2008-01-21T11:31:27.000"
"8005","6911","46969","2472","1847","16","36","576","2008-01-21T11:31:30.000"
"8006","7644","48640","281","1847","8","220","1760","2008-01-21T03:11:41.000"
"8007","9040","8268","3468","1847","14","208","2912","2008-01-21T09:21:24.000"
"8008","8542","29151","852","1847","8","165","1320","2008-01-21T11:42:48.000"
"8009","9255","26907","2559","1847","18","172","3096","2008-01-21T08:35:15.000"
"8010","8789","47561","2157","1847","6","162","972","2008-01-21T07:25:47.000"
"8011","12529","34285","4836","1847","26","146","3796","2008-01-21T09:18:58.000"
"8012","13934","27692","2911","1847","14","104","1456","2008-01-21T04:41:40.000"
"8013","13873","13314","4735","1847","8","114","912","2008-01-21T02:56:46.000"
"8014","15017","37838","2776","1847","3","71","213","2008-01-21T08:05:34.000"
"8015","14653","28035","8260","1847","20","24","480","2008-01-21T08:59:46.000"
"8016","16893","30919","7514","1847","7","60","420","2008-01-21T04:05:45.000"
"8017","15742","48244","6974","1847","12","40","480","2008-01-21T05:35:46.000"
"8018","20708","5361","2614","1847","9","66","594","2008-01-21T02:51:07.000"
"8019","17307","13438","605","1847","12","217","2604","2008-01-21T02:42:27.000"
"8020","21332","45904","6230","1847","22","148","3256","2008-01-21T08:21:12.000"
"8021","19730","1444","170","1847","30","121","3630","2008-01-21T01:55:31.000"
"8022","23194","35327","771","1847","20","216","4320","2008-01-21T09:37:54.000"
"8023","21178","4529","4654","1847","6","109","654","2008-01-21T09:26:54.000"
"8024","25048","4383","777","1847","3","248","744","2008-01-21T04:53:22.000"
"8025","23397","5235","2343","1847","7","106","742","2008-01-21T11:10:55.000"
"8026","25440","44243","3531","1847","1","237","237","2008-01-21T02:14:51.000"
"8027","24445","4151","4287","1847","9","121","1089","2008-01-21T11:24:05.000"
"8028","28316","48051","6868","1847","12","47","564","2008-01-21T03:13:31.000"
"8029","27068","5641","1865","1847","20","163","3260","2008-01-21T05:17:48.000"
"8030","28558","18820","5302","1847","5","189","945","2008-01-21T12:33:32.000"
"8031","29199","47904","4854","1847","20","52","1040","2008-01-21T04:33:26.000"
"8032","30701","28891","6286","1847","1","94","94","2008-01-21T02:42:31.000"
"8033","30880","30681","3826","1847","14","291","4074","2008-01-21T06:43:35.000"
"8034","33341","24955","4584","1847","2","326","652","2008-01-21T07:53:29.000"
"8035","30994","43694","7909","1847","9","58","522","2008-01-21T07:35:21.000"
"8036","34936","2324","6302","1847","22","90","1980","2008-01-21T09:58:57.000"
"8037","33902","11580","1611","1847","14","279","3906","2008-01-21T05:18:32.000"
"8038","40845","35863","4490","1847","22","234","5148","2008-01-21T10:36:49.000"
"8039","47015","14609","7514","1847","2","224","448","2008-01-21T01:15:25.000"
"8040","41088","7662","3544","1847","3","214","642","2008-01-21T05:38:48.000"
"8041","47797","1752","6604","1847","14","168","2352","2008-01-21T07:04:41.000"
"8042","45422","38744","6752","1847","1","283","283","2008-01-21T11:54:02.000"
"8043","49273","11414","3641","1847","20","162","3240","2008-01-21T07:57:35.000"
"8044","48320","26268","2337","1847","9","50","450","2008-01-21T11:29:38.000"
"8045","49666","11313","4231","1847","18","248","4464","2008-01-21T11:46:29.000"
"8046","48473","12826","3275","1847","2","173","346","2008-01-21T05:57:53.000"
"8047","51298","26109","7271","1847","4","26","104","2008-01-21T09:30:43.000"
"8048","49800","2314","8141","1847","20","286","5720","2008-01-21T06:42:12.000"
"8049","53151","6733","1259","1847","7","74","518","2008-01-21T01:03:44.000"
"8050","53594","36297","3554","1847","14","47","658","2008-01-21T01:03:30.000"
"8051","54376","7725","7561","1847","5","195","975","2008-01-21T05:18:10.000"
"8052","54905","3488","2669","1847","10","87","870","2008-01-21T05:33:22.000"
"8053","55629","14533","6517","1847","18","171","3078","2008-01-21T07:58:38.000"
"8054","56182","34672","6104","1847","1","59","59","2008-01-21T07:01:12.000"
"8055","57116","29113","834","1847","6","310","1860","2008-01-21T04:55:59.000"
"8056","57665","39904","6965","1847","2","263","526","2008-01-21T06:21:57.000"
"8057","62657","18523","6302","1847","12","297","3564","2008-01-21T02:46:32.000"
"8058","60597","8318","3890","1847","5","356","1780","2008-01-21T11:36:45.000"
"8059","66009","36936","6655","1847","22","364","8008","2008-01-21T06:10:25.000"
"8060","61650","34319","6826","1847","20","408","8160","2008-01-21T08:08:50.000"
"8061","68059","36405","7398","1847","9","335","3015","2008-01-21T12:00:04.000"
"8062","63854","19296","6344","1847","12","449","5388","2008-01-21T10:42:57.000"
"8063","68533","4935","5118","1847","3","355","1065","2008-01-21T07:45:04.000"
"8064","68708","24958","7537","1847","2","372","744","2008-01-21T11:53:15.000"
"8065","70093","49053","4341","1847","4","173","692","2008-01-21T10:21:12.000"
"8066","69550","26437","1113","1847","22","381","8382","2008-01-21T04:32:36.000"
"8067","75202","39270","7537","1847","5","367","1835","2008-01-21T04:01:49.000"
"8068","70156","24414","399","1847","3","310","930","2008-01-21T03:50:53.000"
"8069","75639","19851","5793","1847","4","258","1032","2008-01-21T08:28:37.000"
"8070","72212","15055","1977","1847","24","440","10560","2008-01-21T10:26:44.000"
"8071","78508","39619","1815","1847","20","108","2160","2008-01-21T07:56:27.000"
"8072","73055","46946","874","1847","3","34","102","2008-01-21T03:47:31.000"
"8073","80116","8046","2495","1847","18","293","5274","2008-01-21T12:00:13.000"
"8074","74113","9849","2000","1847","3","299","897","2008-01-21T04:18:17.000"
"8075","81889","41727","6764","1847","12","190","2280","2008-01-21T09:38:15.000"
"8076","74210","41286","3161","1847","8","164","1312","2008-01-21T12:07:34.000"
"8077","82757","33854","1488","1847","10","202","2020","2008-01-21T02:09:04.000"
"8078","76861","6814","826","1847","1","328","328","2008-01-21T04:33:08.000"
"8079","84880","47182","2094","1847","7","291","2037","2008-01-21T03:08:12.000"
"8080","79275","1526","5551","1847","2","283","566","2008-01-21T09:10:05.000"
"8081","86718","33967","2482","1847","9","412","3708","2008-01-21T12:05:45.000"
"8082","80125","10698","3824","1847","10","149","1490","2008-01-21T09:22:22.000"
"8083","88099","47876","2649","1847","10","401","4010","2008-01-21T09:55:03.000"
"8084","81332","21474","2559","1847","6","412","2472","2008-01-21T06:59:29.000"
"8085","88368","20531","4894","1847","10","277","2770","2008-01-21T09:13:41.000"
"8086","82065","1641","6647","1847","5","229","1145","2008-01-21T12:15:23.000"
"8087","88498","34354","1906","1847","4","56","224","2008-01-21T12:29:12.000"
"8088","82446","25028","6764","1847","8","257","2056","2008-01-21T09:43:50.000"
"8089","88912","44835","2563","1847","6","494","2964","2008-01-21T04:27:55.000"
"8090","85632","32241","920","1847","18","198","3564","2008-01-21T03:10:58.000"
"8091","90350","22310","8553","1847","18","461","8298","2008-01-21T12:19:45.000"
"8092","87082","15195","3031","1847","20","491","9820","2008-01-21T06:21:43.000"
"8093","92675","49557","3969","1847","2","439","878","2008-01-21T12:26:07.000"
"8094","94301","22507","6159","1847","8","275","2200","2008-01-21T04:10:07.000"
"8095","94227","15185","2984","1847","3","489","1467","2008-01-21T09:58:13.000"
"8096","97405","36134","6845","1847","14","443","6202","2008-01-21T10:56:02.000"
"8097","98823","23032","1979","1847","22","64","1408","2008-01-21T11:30:28.000"
"8098","97785","8684","1106","1847","10","369","3690","2008-01-21T02:27:11.000"
"8099","98968","3393","3283","1847","12","228","2736","2008-01-21T09:06:42.000"
"8100","99117","45666","5331","1847","22","25","550","2008-01-21T07:42:01.000"
"8101","100443","27022","2797","1847","12","60","720","2008-01-21T07:25:15.000"
"8102","99342","13047","5607","1847","20","284","5680","2008-01-21T08:38:45.000"
"8103","102290","26490","2683","1847","14","449","6286","2008-01-21T08:01:29.000"
"8104","100689","6948","4415","1847","18","180","3240","2008-01-21T08:19:14.000"
"8105","108461","34314","4720","1847","24","443","10632","2008-01-21T03:55:07.000"
"8106","100718","44738","48","1847","6","303","1818","2008-01-21T07:11:52.000"
"8107","113563","44439","8268","1847","16","424","6784","2008-01-21T11:44:45.000"
"8108","103077","926","1843","1847","22","176","3872","2008-01-21T01:17:09.000"
"8109","114745","34169","8702","1847","4","24","96","2008-01-21T12:45:03.000"
"8110","104544","15722","6132","1847","5","237","1185","2008-01-21T03:53:02.000"
"8111","116360","21705","1660","1847","24","139","3336","2008-01-21T08:55:02.000"
"8112","105246","9161","6960","1847","7","163","1141","2008-01-21T05:40:20.000"
"8113","116604","1896","8583","1847","12","24","288","2008-01-21T09:11:39.000"
"8114","109611","11070","1050","1847","9","388","3492","2008-01-21T07:35:08.000"
"8115","119745","18720","6653","1847","5","227","1135","2008-01-21T03:10:11.000"
"8116","113451","18125","6052","1847","22","435","9570","2008-01-21T01:06:30.000"
"8117","119842","5590","783","1847","5","249","1245","2008-01-21T10:30:45.000"
"8118","118300","939","2950","1847","16","114","1824","2008-01-21T10:24:20.000"
"8119","121244","10695","7965","1847","1","123","123","2008-01-21T12:03:34.000"
"8120","124995","44085","5304","1847","6","94","564","2008-01-21T04:49:12.000"
"8121","121481","26497","1976","1847","2","339","678","2008-01-21T08:51:05.000"
"8122","125776","7881","1513","1847","2","440","880","2008-01-21T12:58:17.000"
"8123","123718","25343","2954","1847","8","426","3408","2008-01-21T11:40:40.000"
"8124","127059","45800","1026","1847","14","73","1022","2008-01-21T01:06:13.000"
"8125","124406","19578","5152","1847","20","422","8440","2008-01-21T07:54:30.000"
"8126","129179","24400","6225","1847","20","65","1300","2008-01-21T01:50:43.000"
"8127","127229","30995","3195","1847","18","290","5220","2008-01-21T06:34:43.000"
"8128","130538","35769","8477","1847","20","183","3660","2008-01-21T08:55:22.000"
"8129","127492","49513","4107","1847","22","353","7766","2008-01-21T09:39:25.000"
"8130","135146","48509","5573","1847","9","88","792","2008-01-21T05:52:06.000"
"8131","131748","33802","3494","1847","6","117","702","2008-01-21T11:33:46.000"
"8132","139583","40991","3698","1847","5","184","920","2008-01-21T08:12:13.000"
"8133","136656","29708","3441","1847","5","120","600","2008-01-21T11:55:25.000"
"8134","140426","24561","4829","1847","24","122","2928","2008-01-21T10:33:36.000"
"8135","139878","47837","6257","1847","14","274","3836","2008-01-21T05:19:47.000"
"8136","142078","16218","6788","1847","8","335","2680","2008-01-21T09:45:13.000"
"8137","147166","14452","267","1847","22","249","5478","2008-01-21T10:15:16.000"
"8138","144342","28358","2710","1847","8","442","3536","2008-01-21T04:21:48.000"
"8139","147451","47832","143","1847","7","171","1197","2008-01-21T03:07:03.000"
"8140","144429","6609","8793","1847","1","218","218","2008-01-21T03:17:10.000"
"8141","147888","4972","2963","1847","22","357","7854","2008-01-21T06:44:26.000"
"8142","147072","34292","5984","1847","8","328","2624","2008-01-21T05:37:33.000"
"8143","156378","35310","2835","1847","18","496","8928","2008-01-21T06:23:19.000"
"8144","148650","14181","4634","1847","2","106","212","2008-01-21T01:46:58.000"
"8145","158894","38079","4305","1847","5","396","1980","2008-01-21T05:50:31.000"
"8146","148731","24371","8067","1847","16","492","7872","2008-01-21T06:39:08.000"
"8147","161497","44755","4929","1847","3","134","402","2008-01-21T09:48:49.000"
"8148","148997","49564","7422","1847","5","406","2030","2008-01-21T10:54:27.000"
"8149","162108","41623","6211","1847","9","277","2493","2008-01-21T08:20:07.000"
